Id.Cliente,Familia,Categoria Productos,Potencial_H
11876,Biomateriales,Categoria C2,"0,00"
11887,Biomateriales,Categoria C2,"2.669,00"
11890,Biomateriales,Categoria C2,"9.247,30"
11895,Biomateriales,Categoria C2,"5.338,00"
11900,Biomateriales,Categoria C2,"2.669,00"
11905,Biomateriales,Categoria C2,"3.698,92"
11907,Biomateriales,Categoria C2,"13.872,52"
11914,Biomateriales,Categoria C2,"9.247,30"
11935,Biomateriales,Categoria C2,"23.119,82"
11955,Biomateriales,Categoria C2,"2.311,04"
11960,Biomateriales,Categoria C2,"3.698,92"
11981,Biomateriales,Categoria C2,"0,00"
11990,Biomateriales,Categoria C2,"0,00"
11994,Biomateriales,Categoria C2,"6.009,96"
11999,Biomateriales,Categoria C2,"87.850,92"
12002,Biomateriales,Categoria C2,"2.669,00"
12006,Biomateriales,Categoria C2,"0,00"
12008,Biomateriales,Categoria C2,"1.849,46"
12010,Biomateriales,Categoria C2,"0,00"
12011,Biomateriales,Categoria C2,"0,00"
12055,Biomateriales,Categoria C2,"4.625,22"
12057,Biomateriales,Categoria C2,"13.872,52"
12070,Biomateriales,Categoria C2,"8.007,00"
12072,Biomateriales,Categoria C2,"2.311,04"
12073,Biomateriales,Categoria C2,"4.625,22"
12100,Biomateriales,Categoria C2,"13.345,00"
12109,Biomateriales,Categoria C2,"0,00"
12115,Biomateriales,Categoria C2,"0,00"
12136,Biomateriales,Categoria C2,"0,00"
12146,Biomateriales,Categoria C2,"5.338,00"
12147,Biomateriales,Categoria C2,"5.338,00"
12164,Biomateriales,Categoria C2,"5.338,00"
12173,Biomateriales,Categoria C2,"0,00"
12184,Biomateriales,Categoria C2,"16.921,46"
12205,Biomateriales,Categoria C2,"16.183,56"
12209,Biomateriales,Categoria C2,"16.274,62"
12213,Biomateriales,Categoria C2,"15.813,04"
12221,Biomateriales,Categoria C2,"17.106,72"
12223,Biomateriales,Categoria C2,"16.921,46"
12225,Biomateriales,Categoria C2,"18.679,86"
12229,Biomateriales,Categoria C2,"0,00"
12230,Biomateriales,Categoria C2,"0,00"
12251,Biomateriales,Categoria C2,"16.183,56"
12284,Biomateriales,Categoria C2,"36.989,20"
12295,Biomateriales,Categoria C2,"36.989,20"
12300,Biomateriales,Categoria C2,"2.311,04"
12303,Biomateriales,Categoria C2,"0,00"
12306,Biomateriales,Categoria C2,"8.007,00"
12319,Biomateriales,Categoria C2,"0,00"
12324,Biomateriales,Categoria C2,"0,00"
12329,Biomateriales,Categoria C2,"9.247,30"
12339,Biomateriales,Categoria C2,"2.311,04"
12349,Biomateriales,Categoria C2,"36.989,20"
12352,Biomateriales,Categoria C2,"2.311,04"
12357,Biomateriales,Categoria C2,"13.345,00"
12362,Biomateriales,Categoria C2,"8.007,00"
12372,Biomateriales,Categoria C2,"13.872,52"
12381,Biomateriales,Categoria C2,"10.676,00"
12382,Biomateriales,Categoria C2,"2.775,76"
12419,Biomateriales,Categoria C2,"0,00"
12422,Biomateriales,Categoria C2,"9.247,30"
12425,Biomateriales,Categoria C2,"9.247,30"
12432,Biomateriales,Categoria C2,"9.247,30"
12435,Biomateriales,Categoria C2,"7.397,84"
12440,Biomateriales,Categoria C2,"18.494,60"
12472,Biomateriales,Categoria C2,"18.494,60"
12480,Biomateriales,Categoria C2,"7.397,84"
12481,Biomateriales,Categoria C2,"0,00"
12500,Biomateriales,Categoria C2,"9.247,30"
12504,Biomateriales,Categoria C2,"6.936,26"
12509,Biomateriales,Categoria C2,"13.872,52"
12515,Biomateriales,Categoria C2,"11.096,76"
12520,Biomateriales,Categoria C2,"9.247,30"
12525,Biomateriales,Categoria C2,"16.645,14"
12527,Biomateriales,Categoria C2,"16.554,08"
12537,Biomateriales,Categoria C2,"9.247,30"
12546,Biomateriales,Categoria C2,"4.625,22"
12554,Biomateriales,Categoria C2,"9.247,30"
12555,Biomateriales,Categoria C2,"9.247,30"
12557,Biomateriales,Categoria C2,"7.397,84"
12558,Biomateriales,Categoria C2,"11.096,76"
12559,Biomateriales,Categoria C2,"11.096,76"
12562,Biomateriales,Categoria C2,"9.247,30"
12585,Biomateriales,Categoria C2,"18.956,18"
12588,Biomateriales,Categoria C2,"16.274,62"
12599,Biomateriales,Categoria C2,"16.459,88"
12602,Biomateriales,Categoria C2,"16.368,82"
12603,Biomateriales,Categoria C2,"16.368,82"
12605,Biomateriales,Categoria C2,"17.200,92"
12670,Biomateriales,Categoria C2,"4.625,22"
12673,Biomateriales,Categoria C2,"7.397,84"
12681,Biomateriales,Categoria C2,"4.625,22"
12690,Biomateriales,Categoria C2,"7.397,84"
12696,Biomateriales,Categoria C2,"9.247,30"
12697,Biomateriales,Categoria C2,"18.494,60"
12698,Biomateriales,Categoria C2,"0,00"
12727,Biomateriales,Categoria C2,"7.397,84"
12744,Biomateriales,Categoria C2,"9.247,30"
12746,Biomateriales,Categoria C2,"0,00"
12755,Biomateriales,Categoria C2,"7.397,84"
12798,Biomateriales,Categoria C2,"17.200,92"
12810,Biomateriales,Categoria C2,"0,00"
12817,Biomateriales,Categoria C2,"0,00"
12821,Biomateriales,Categoria C2,"16.459,88"
12828,Biomateriales,Categoria C2,"15.904,10"
12840,Biomateriales,Categoria C2,"11.558,34"
12841,Biomateriales,Categoria C2,"0,00"
12873,Biomateriales,Categoria C2,"6.936,26"
12897,Biomateriales,Categoria C2,"15.904,10"
12901,Biomateriales,Categoria C2,"13.872,52"
12931,Biomateriales,Categoria C2,"5.548,38"
12946,Biomateriales,Categoria C2,"0,00"
12952,Biomateriales,Categoria C2,"0,00"
13020,Biomateriales,Categoria C2,"11.558,34"
13031,Biomateriales,Categoria C2,"15.998,30"
13042,Biomateriales,Categoria C2,"7.397,84"
13046,Biomateriales,Categoria C2,"6.936,26"
13048,Biomateriales,Categoria C2,"0,00"
13084,Biomateriales,Categoria C2,"0,00"
13090,Biomateriales,Categoria C2,"7.397,84"
13103,Biomateriales,Categoria C2,"16.274,62"
13105,Biomateriales,Categoria C2,"10.173,60"
13107,Biomateriales,Categoria C2,"9.247,30"
13117,Biomateriales,Categoria C2,"2.311,04"
13136,Biomateriales,Categoria C2,"0,00"
13146,Biomateriales,Categoria C2,"15.813,04"
13152,Biomateriales,Categoria C2,"0,00"
13162,Biomateriales,Categoria C2,"6.936,26"
13173,Biomateriales,Categoria C2,"15.904,10"
13213,Biomateriales,Categoria C2,"2.775,76"
13218,Biomateriales,Categoria C2,"10.173,60"
13219,Biomateriales,Categoria C2,"16.089,36"
13225,Biomateriales,Categoria C2,"16.274,62"
13261,Biomateriales,Categoria C2,"0,00"
13275,Biomateriales,Categoria C2,"1.849,46"
13280,Biomateriales,Categoria C2,"32.367,12"
13287,Biomateriales,Categoria C2,"9.247,30"
13293,Biomateriales,Categoria C2,"0,00"
13297,Biomateriales,Categoria C2,"0,00"
13298,Biomateriales,Categoria C2,"0,00"
13299,Biomateriales,Categoria C2,"16.089,36"
13302,Biomateriales,Categoria C2,"0,00"
13322,Biomateriales,Categoria C2,"0,00"
13332,Biomateriales,Categoria C2,"13.872,52"
13353,Biomateriales,Categoria C2,"0,00"
13358,Biomateriales,Categoria C2,"0,00"
13383,Biomateriales,Categoria C2,"9.247,30"
13390,Biomateriales,Categoria C2,"8.324,14"
13393,Biomateriales,Categoria C2,"0,00"
13416,Biomateriales,Categoria C2,"11.096,76"
13417,Biomateriales,Categoria C2,"16.089,36"
13420,Biomateriales,Categoria C2,"4.625,22"
13422,Biomateriales,Categoria C2,"0,00"
13425,Biomateriales,Categoria C2,"16.089,36"
13429,Biomateriales,Categoria C2,"0,00"
13432,Biomateriales,Categoria C2,"0,00"
13444,Biomateriales,Categoria C2,"0,00"
13450,Biomateriales,Categoria C2,"3.698,92"
13453,Biomateriales,Categoria C2,"4.625,22"
13464,Biomateriales,Categoria C2,"16.274,62"
13468,Biomateriales,Categoria C2,"926,30"
13472,Biomateriales,Categoria C2,"2.775,76"
13492,Biomateriales,Categoria C2,"0,00"
13506,Biomateriales,Categoria C2,"5.548,38"
13510,Biomateriales,Categoria C2,"5.338,00"
13543,Biomateriales,Categoria C2,"5.338,00"
13548,Biomateriales,Categoria C2,"5.338,00"
13550,Biomateriales,Categoria C2,"0,00"
13553,Biomateriales,Categoria C2,"0,00"
13583,Biomateriales,Categoria C2,"5.338,00"
13588,Biomateriales,Categoria C2,"0,00"
13594,Biomateriales,Categoria C2,"3.698,92"
13597,Biomateriales,Categoria C2,"0,00"
13599,Biomateriales,Categoria C2,"17.662,50"
13607,Biomateriales,Categoria C2,"2.775,76"
13610,Biomateriales,Categoria C2,"7.397,84"
13620,Biomateriales,Categoria C2,"0,00"
13629,Biomateriales,Categoria C2,"0,00"
13650,Biomateriales,Categoria C2,"15.904,10"
13651,Biomateriales,Categoria C2,"9.247,30"
13660,Biomateriales,Categoria C2,"5.338,00"
13666,Biomateriales,Categoria C2,"13.593,06"
13672,Biomateriales,Categoria C2,"9.247,30"
13675,Biomateriales,Categoria C2,"6.009,96"
13684,Biomateriales,Categoria C2,"0,00"
13685,Biomateriales,Categoria C2,"4.625,22"
13701,Biomateriales,Categoria C2,"15.904,10"
13702,Biomateriales,Categoria C2,"0,00"
13727,Biomateriales,Categoria C2,"3.698,92"
13739,Biomateriales,Categoria C2,"7.953,62"
13806,Biomateriales,Categoria C2,"5.338,00"
13810,Biomateriales,Categoria C2,"5.338,00"
13814,Biomateriales,Categoria C2,"10.676,00"
13817,Biomateriales,Categoria C2,"5.338,00"
13822,Biomateriales,Categoria C2,"0,00"
13840,Biomateriales,Categoria C2,"0,00"
13844,Biomateriales,Categoria C2,"5.338,00"
13849,Biomateriales,Categoria C2,"5.338,00"
13857,Biomateriales,Categoria C2,"5.338,00"
13860,Biomateriales,Categoria C2,"5.338,00"
13870,Biomateriales,Categoria C2,"0,00"
13879,Biomateriales,Categoria C2,"5.338,00"
13883,Biomateriales,Categoria C2,"46.236,50"
13894,Biomateriales,Categoria C2,"8.007,00"
13902,Biomateriales,Categoria C2,"5.338,00"
13912,Biomateriales,Categoria C2,"5.338,00"
13914,Biomateriales,Categoria C2,"24.969,28"
13915,Biomateriales,Categoria C2,"8.007,00"
13918,Biomateriales,Categoria C2,"10.676,00"
13938,Biomateriales,Categoria C2,"0,00"
13947,Biomateriales,Categoria C2,"5.338,00"
13953,Biomateriales,Categoria C2,"18.494,60"
13957,Biomateriales,Categoria C2,"5.338,00"
13958,Biomateriales,Categoria C2,"0,00"
13960,Biomateriales,Categoria C2,"5.338,00"
13961,Biomateriales,Categoria C2,"5.338,00"
13962,Biomateriales,Categoria C2,"5.338,00"
13989,Biomateriales,Categoria C2,"5.338,00"
13991,Biomateriales,Categoria C2,"8.007,00"
13993,Biomateriales,Categoria C2,"0,00"
13994,Biomateriales,Categoria C2,"0,00"
14002,Biomateriales,Categoria C2,"6.936,26"
14016,Biomateriales,Categoria C2,"5.338,00"
14017,Biomateriales,Categoria C2,"0,00"
14025,Biomateriales,Categoria C2,"8.007,00"
14039,Biomateriales,Categoria C2,"2.669,00"
14052,Biomateriales,Categoria C2,"5.338,00"
14063,Biomateriales,Categoria C2,"0,00"
14076,Biomateriales,Categoria C2,"8.007,00"
14078,Biomateriales,Categoria C2,"10.676,00"
14083,Biomateriales,Categoria C2,"7.397,84"
14156,Biomateriales,Categoria C2,"36.989,20"
14170,Biomateriales,Categoria C2,"0,00"
14183,Biomateriales,Categoria C2,"11.558,34"
14200,Biomateriales,Categoria C2,"7.397,84"
14211,Biomateriales,Categoria C2,"0,00"
14234,Biomateriales,Categoria C2,"13.872,52"
14240,Biomateriales,Categoria C2,"2.669,00"
14244,Biomateriales,Categoria C2,"27.741,90"
14268,Biomateriales,Categoria C2,"5.338,00"
14296,Biomateriales,Categoria C2,"8.007,00"
14298,Biomateriales,Categoria C2,"2.669,00"
14299,Biomateriales,Categoria C2,"5.548,38"
14319,Biomateriales,Categoria C2,"6.936,26"
14352,Biomateriales,Categoria C2,"6.474,68"
14356,Biomateriales,Categoria C2,"7.397,84"
14357,Biomateriales,Categoria C2,"8.007,00"
14363,Biomateriales,Categoria C2,"5.338,00"
14370,Biomateriales,Categoria C2,"2.669,00"
14372,Biomateriales,Categoria C2,"5.338,00"
14375,Biomateriales,Categoria C2,"5.338,00"
14398,Biomateriales,Categoria C2,"4.625,22"
14408,Biomateriales,Categoria C2,"0,00"
14463,Biomateriales,Categoria C2,"0,00"
14484,Biomateriales,Categoria C2,"6.474,68"
14485,Biomateriales,Categoria C2,"11.096,76"
14490,Biomateriales,Categoria C2,"6.009,96"
14491,Biomateriales,Categoria C2,"0,00"
14494,Biomateriales,Categoria C2,"0,00"
14495,Biomateriales,Categoria C2,"15.813,04"
14511,Biomateriales,Categoria C2,"0,00"
14514,Biomateriales,Categoria C2,"0,00"
14519,Biomateriales,Categoria C2,"5.338,00"
14522,Biomateriales,Categoria C2,"0,00"
14557,Biomateriales,Categoria C2,"0,00"
14565,Biomateriales,Categoria C2,"5.338,00"
14592,Biomateriales,Categoria C2,"5.338,00"
14593,Biomateriales,Categoria C2,"5.338,00"
14594,Biomateriales,Categoria C2,"5.338,00"
14598,Biomateriales,Categoria C2,"5.338,00"
14608,Biomateriales,Categoria C2,"0,00"
14613,Biomateriales,Categoria C2,"8.007,00"
14617,Biomateriales,Categoria C2,"11.096,76"
14619,Biomateriales,Categoria C2,"9.247,30"
14622,Biomateriales,Categoria C2,"7.397,84"
14624,Biomateriales,Categoria C2,"9.247,30"
14628,Biomateriales,Categoria C2,"4.625,22"
14635,Biomateriales,Categoria C2,"16.645,14"
14644,Biomateriales,Categoria C2,"7.397,84"
14646,Biomateriales,Categoria C2,"0,00"
14653,Biomateriales,Categoria C2,"13.872,52"
14657,Biomateriales,Categoria C2,"4.625,22"
14660,Biomateriales,Categoria C2,"7.397,84"
14664,Biomateriales,Categoria C2,"4.625,22"
14666,Biomateriales,Categoria C2,"2.775,76"
14674,Biomateriales,Categoria C2,"11.096,76"
14678,Biomateriales,Categoria C2,"13.872,52"
14682,Biomateriales,Categoria C2,"7.397,84"
14684,Biomateriales,Categoria C2,"0,00"
14685,Biomateriales,Categoria C2,"7.397,84"
14687,Biomateriales,Categoria C2,"6.936,26"
14697,Biomateriales,Categoria C2,"9.247,30"
14713,Biomateriales,Categoria C2,"15.904,10"
14742,Biomateriales,Categoria C2,"2.775,76"
14749,Biomateriales,Categoria C2,"0,00"
14754,Biomateriales,Categoria C2,"2.311,04"
14765,Biomateriales,Categoria C2,"12.946,22"
14773,Biomateriales,Categoria C2,"15.721,98"
14774,Biomateriales,Categoria C2,"11.096,76"
14776,Biomateriales,Categoria C2,"18.494,60"
14782,Biomateriales,Categoria C2,"0,00"
14813,Biomateriales,Categoria C2,"4.625,22"
14832,Biomateriales,Categoria C2,"0,00"
14837,Biomateriales,Categoria C2,"7.397,84"
14849,Biomateriales,Categoria C2,"11.096,76"
14913,Biomateriales,Categoria C2,"15.904,10"
14918,Biomateriales,Categoria C2,"0,00"
14964,Biomateriales,Categoria C2,"2.311,04"
14970,Biomateriales,Categoria C2,"0,00"
14982,Biomateriales,Categoria C2,"6.474,68"
14986,Biomateriales,Categoria C2,"0,00"
14990,Biomateriales,Categoria C2,"13.872,52"
15006,Biomateriales,Categoria C2,"4.625,22"
15008,Biomateriales,Categoria C2,"15.904,10"
15026,Biomateriales,Categoria C2,"16.183,56"
15029,Biomateriales,Categoria C2,"3.698,92"
15032,Biomateriales,Categoria C2,"6.936,26"
15049,Biomateriales,Categoria C2,"6.474,68"
15067,Biomateriales,Categoria C2,"17.571,44"
15085,Biomateriales,Categoria C2,"3.698,92"
15094,Biomateriales,Categoria C2,"9.247,30"
15098,Biomateriales,Categoria C2,"19.050,38"
15103,Biomateriales,Categoria C2,"16.645,14"
15111,Biomateriales,Categoria C2,"0,00"
15128,Biomateriales,Categoria C2,"4.625,22"
15139,Biomateriales,Categoria C2,"0,00"
15165,Biomateriales,Categoria C2,"8.324,14"
15167,Biomateriales,Categoria C2,"11.558,34"
15186,Biomateriales,Categoria C2,"9.432,56"
15196,Biomateriales,Categoria C2,"13.872,52"
15205,Biomateriales,Categoria C2,"0,00"
15208,Biomateriales,Categoria C2,"6.474,68"
15214,Biomateriales,Categoria C2,"7.397,84"
15218,Biomateriales,Categoria C2,"13.872,52"
15227,Biomateriales,Categoria C2,"7.397,84"
15249,Biomateriales,Categoria C2,"2.669,00"
15255,Biomateriales,Categoria C2,"5.338,00"
15264,Biomateriales,Categoria C2,"5.338,00"
15294,Biomateriales,Categoria C2,"5.338,00"
15304,Biomateriales,Categoria C2,"5.338,00"
15327,Biomateriales,Categoria C2,"9.247,30"
15330,Biomateriales,Categoria C2,"16.645,14"
15331,Biomateriales,Categoria C2,"8.324,14"
15341,Biomateriales,Categoria C2,"4.625,22"
15351,Biomateriales,Categoria C2,"64.731,10"
15362,Biomateriales,Categoria C2,"7.397,84"
15366,Biomateriales,Categoria C2,"5.548,38"
15369,Biomateriales,Categoria C2,"7.397,84"
15383,Biomateriales,Categoria C2,"5.338,00"
15384,Biomateriales,Categoria C2,"11.558,34"
15387,Biomateriales,Categoria C2,"0,00"
15394,Biomateriales,Categoria C2,"8.324,14"
15396,Biomateriales,Categoria C2,"0,00"
15397,Biomateriales,Categoria C2,"5.338,00"
15409,Biomateriales,Categoria C2,"5.338,00"
15421,Biomateriales,Categoria C2,"27.741,90"
15432,Biomateriales,Categoria C2,"12.946,22"
15438,Biomateriales,Categoria C2,"0,00"
15441,Biomateriales,Categoria C2,"5.338,00"
15442,Biomateriales,Categoria C2,"11.096,76"
15443,Biomateriales,Categoria C2,"8.007,00"
15451,Biomateriales,Categoria C2,"15.721,98"
15452,Biomateriales,Categoria C2,"9.247,30"
15459,Biomateriales,Categoria C2,"16.645,14"
15483,Biomateriales,Categoria C2,"0,00"
15484,Biomateriales,Categoria C2,"13.872,52"
15499,Biomateriales,Categoria C2,"5.338,00"
15503,Biomateriales,Categoria C2,"13.345,00"
15504,Biomateriales,Categoria C2,"9.247,30"
15511,Biomateriales,Categoria C2,"5.548,38"
15516,Biomateriales,Categoria C2,"0,00"
15523,Biomateriales,Categoria C2,"8.007,00"
15537,Biomateriales,Categoria C2,"0,00"
15557,Biomateriales,Categoria C2,"7.397,84"
15569,Biomateriales,Categoria C2,"5.338,00"
15573,Biomateriales,Categoria C2,"18.494,60"
15574,Biomateriales,Categoria C2,"7.397,84"
15576,Biomateriales,Categoria C2,"5.338,00"
15577,Biomateriales,Categoria C2,"4.625,22"
15578,Biomateriales,Categoria C2,"8.007,00"
15587,Biomateriales,Categoria C2,"24.042,98"
15598,Biomateriales,Categoria C2,"0,00"
15612,Biomateriales,Categoria C2,"5.338,00"
15623,Biomateriales,Categoria C2,"0,00"
15632,Biomateriales,Categoria C2,"2.669,00"
15638,Biomateriales,Categoria C2,"9.247,30"
15644,Biomateriales,Categoria C2,"0,00"
15647,Biomateriales,Categoria C2,"5.338,00"
15651,Biomateriales,Categoria C2,"2.669,00"
15652,Biomateriales,Categoria C2,"13.872,52"
15670,Biomateriales,Categoria C2,"27.741,90"
15684,Biomateriales,Categoria C2,"0,00"
15770,Biomateriales,Categoria C2,"9.247,30"
15783,Biomateriales,Categoria C2,"0,00"
15786,Biomateriales,Categoria C2,"9.247,30"
15817,Biomateriales,Categoria C2,"8.007,00"
15819,Biomateriales,Categoria C2,"10.676,00"
15828,Biomateriales,Categoria C2,"6.474,68"
15830,Biomateriales,Categoria C2,"5.338,00"
15855,Biomateriales,Categoria C2,"9.247,30"
15888,Biomateriales,Categoria C2,"27.741,90"
15960,Biomateriales,Categoria C2,"5.548,38"
15965,Biomateriales,Categoria C2,"0,00"
15999,Biomateriales,Categoria C2,"0,00"
16055,Biomateriales,Categoria C2,"18.494,60"
16074,Biomateriales,Categoria C2,"11.096,76"
16084,Biomateriales,Categoria C2,"5.338,00"
16109,Biomateriales,Categoria C2,"7.397,84"
16146,Biomateriales,Categoria C2,"13.872,52"
16150,Biomateriales,Categoria C2,"0,00"
16167,Biomateriales,Categoria C2,"0,00"
16213,Biomateriales,Categoria C2,"7.397,84"
16235,Biomateriales,Categoria C2,"5.548,38"
16253,Biomateriales,Categoria C2,"0,00"
16266,Biomateriales,Categoria C2,"0,00"
16273,Biomateriales,Categoria C2,"11.096,76"
16284,Biomateriales,Categoria C2,"5.548,38"
16304,Biomateriales,Categoria C2,"2.775,76"
16372,Biomateriales,Categoria C2,"0,00"
16382,Biomateriales,Categoria C2,"5.548,38"
16385,Biomateriales,Categoria C2,"9.247,30"
16435,Biomateriales,Categoria C2,"32.367,12"
16589,Biomateriales,Categoria C2,"3.698,92"
16613,Biomateriales,Categoria C2,"8.007,00"
16640,Biomateriales,Categoria C2,"5.338,00"
16646,Biomateriales,Categoria C2,"0,00"
16648,Biomateriales,Categoria C2,"0,00"
16662,Biomateriales,Categoria C2,"8.007,00"
16679,Biomateriales,Categoria C2,"0,00"
16680,Biomateriales,Categoria C2,"0,00"
16684,Biomateriales,Categoria C2,"5.338,00"
16694,Biomateriales,Categoria C2,"4.625,22"
16701,Biomateriales,Categoria C2,"5.338,00"
16706,Biomateriales,Categoria C2,"5.338,00"
16707,Biomateriales,Categoria C2,"0,00"
16708,Biomateriales,Categoria C2,"5.338,00"
16718,Biomateriales,Categoria C2,"18.494,60"
16737,Biomateriales,Categoria C2,"13.872,52"
16742,Biomateriales,Categoria C2,"5.548,38"
16752,Biomateriales,Categoria C2,"55.483,80"
16754,Biomateriales,Categoria C2,"14.795,68"
16756,Biomateriales,Categoria C2,"5.338,00"
16762,Biomateriales,Categoria C2,"5.338,00"
16779,Biomateriales,Categoria C2,"9.247,30"
16804,Biomateriales,Categoria C2,"5.338,00"
16816,Biomateriales,Categoria C2,"0,00"
16817,Biomateriales,Categoria C2,"15.721,98"
16818,Biomateriales,Categoria C2,"3.698,92"
16819,Biomateriales,Categoria C2,"4.625,22"
16827,Biomateriales,Categoria C2,"5.338,00"
16828,Biomateriales,Categoria C2,"8.007,00"
16831,Biomateriales,Categoria C2,"18.494,60"
16834,Biomateriales,Categoria C2,"8.007,00"
16842,Biomateriales,Categoria C2,"0,00"
16846,Biomateriales,Categoria C2,"0,00"
16847,Biomateriales,Categoria C2,"0,00"
16865,Biomateriales,Categoria C2,"5.338,00"
16880,Biomateriales,Categoria C2,"8.007,00"
16892,Biomateriales,Categoria C2,"3.698,92"
16907,Biomateriales,Categoria C2,"0,00"
16925,Biomateriales,Categoria C2,"5.338,00"
16947,Biomateriales,Categoria C2,"9.247,30"
17012,Biomateriales,Categoria C2,"0,00"
17025,Biomateriales,Categoria C2,"0,00"
17027,Biomateriales,Categoria C2,"5.338,00"
17056,Biomateriales,Categoria C2,"0,00"
17116,Biomateriales,Categoria C2,"7.397,84"
17121,Biomateriales,Categoria C2,"4.625,22"
17143,Biomateriales,Categoria C2,"8.007,00"
17147,Biomateriales,Categoria C2,"0,00"
17168,Biomateriales,Categoria C2,"110.967,60"
17172,Biomateriales,Categoria C2,"8.007,00"
17196,Biomateriales,Categoria C2,"0,00"
17241,Biomateriales,Categoria C2,"0,00"
17264,Biomateriales,Categoria C2,"2.669,00"
17271,Biomateriales,Categoria C2,"5.548,38"
17316,Biomateriales,Categoria C2,"0,00"
17321,Biomateriales,Categoria C2,"27.741,90"
17327,Biomateriales,Categoria C2,"5.338,00"
17333,Biomateriales,Categoria C2,"0,00"
17352,Biomateriales,Categoria C2,"5.548,38"
17362,Biomateriales,Categoria C2,"4.625,22"
17400,Biomateriales,Categoria C2,"2.775,76"
17404,Biomateriales,Categoria C2,"5.338,00"
17434,Biomateriales,Categoria C2,"4.625,22"
17544,Biomateriales,Categoria C2,"0,00"
17563,Biomateriales,Categoria C2,"8.007,00"
17574,Biomateriales,Categoria C2,"5.338,00"
17596,Biomateriales,Categoria C2,"4.625,22"
17612,Biomateriales,Categoria C2,"0,00"
17625,Biomateriales,Categoria C2,"0,00"
17632,Biomateriales,Categoria C2,"5.338,00"
17642,Biomateriales,Categoria C2,"0,00"
17675,Biomateriales,Categoria C2,"18.494,60"
17685,Biomateriales,Categoria C2,"11.096,76"
17686,Biomateriales,Categoria C2,"0,00"
17690,Biomateriales,Categoria C2,"0,00"
17704,Biomateriales,Categoria C2,"0,00"
17707,Biomateriales,Categoria C2,"5.548,38"
17716,Biomateriales,Categoria C2,"0,00"
17733,Biomateriales,Categoria C2,"0,00"
17735,Biomateriales,Categoria C2,"3.698,92"
17751,Biomateriales,Categoria C2,"5.338,00"
17755,Biomateriales,Categoria C2,"2.311,04"
17758,Biomateriales,Categoria C2,"18.494,60"
17762,Biomateriales,Categoria C2,"5.338,00"
17764,Biomateriales,Categoria C2,"15.904,10"
17828,Biomateriales,Categoria C2,"15.721,98"
17847,Biomateriales,Categoria C2,"5.338,00"
17848,Biomateriales,Categoria C2,"0,00"
17852,Biomateriales,Categoria C2,"0,00"
17863,Biomateriales,Categoria C2,"0,00"
17902,Biomateriales,Categoria C2,"4.625,22"
17904,Biomateriales,Categoria C2,"7.397,84"
17915,Biomateriales,Categoria C2,"0,00"
17953,Biomateriales,Categoria C2,"5.338,00"
17956,Biomateriales,Categoria C2,"9.247,30"
17958,Biomateriales,Categoria C2,"9.247,30"
17963,Biomateriales,Categoria C2,"13.872,52"
17964,Biomateriales,Categoria C2,"5.338,00"
17965,Biomateriales,Categoria C2,"4.625,22"
18020,Biomateriales,Categoria C2,"1.849,46"
18028,Biomateriales,Categoria C2,"13.872,52"
18038,Biomateriales,Categoria C2,"2.669,00"
18041,Biomateriales,Categoria C2,"20.253,00"
18045,Biomateriales,Categoria C2,"2.669,00"
18047,Biomateriales,Categoria C2,"0,00"
18063,Biomateriales,Categoria C2,"0,00"
18070,Biomateriales,Categoria C2,"0,00"
18088,Biomateriales,Categoria C2,"5.338,00"
18101,Biomateriales,Categoria C2,"0,00"
18159,Biomateriales,Categoria C2,"2.669,00"
18164,Biomateriales,Categoria C2,"0,00"
18181,Biomateriales,Categoria C2,"0,00"
18182,Biomateriales,Categoria C2,"5.338,00"
18186,Biomateriales,Categoria C2,"8.324,14"
18237,Biomateriales,Categoria C2,"5.548,38"
18249,Biomateriales,Categoria C2,"0,00"
18289,Biomateriales,Categoria C2,"0,00"
18300,Biomateriales,Categoria C2,"6.474,68"
18310,Biomateriales,Categoria C2,"4.625,22"
18313,Biomateriales,Categoria C2,"6.474,68"
18323,Biomateriales,Categoria C2,"2.669,00"
18341,Biomateriales,Categoria C2,"0,00"
18348,Biomateriales,Categoria C2,"5.338,00"
18359,Biomateriales,Categoria C2,"8.007,00"
18418,Biomateriales,Categoria C2,"4.625,22"
18427,Biomateriales,Categoria C2,"5.338,00"
18431,Biomateriales,Categoria C2,"5.338,00"
18432,Biomateriales,Categoria C2,"4.625,22"
18442,Biomateriales,Categoria C2,"25.892,44"
18491,Biomateriales,Categoria C2,"11.096,76"
18590,Biomateriales,Categoria C2,"7.397,84"
18655,Biomateriales,Categoria C2,"8.007,00"
18661,Biomateriales,Categoria C2,"2.669,00"
18662,Biomateriales,Categoria C2,"10.676,00"
18670,Biomateriales,Categoria C2,"13.872,52"
18676,Biomateriales,Categoria C2,"0,00"
18684,Biomateriales,Categoria C2,"2.669,00"
18690,Biomateriales,Categoria C2,"5.338,00"
18697,Biomateriales,Categoria C2,"0,00"
18734,Biomateriales,Categoria C2,"2.669,00"
18747,Biomateriales,Categoria C2,"0,00"
18749,Biomateriales,Categoria C2,"7.397,84"
18755,Biomateriales,Categoria C2,"2.669,00"
18759,Biomateriales,Categoria C2,"5.338,00"
18763,Biomateriales,Categoria C2,"0,00"
18765,Biomateriales,Categoria C2,"0,00"
18770,Biomateriales,Categoria C2,"0,00"
18774,Biomateriales,Categoria C2,"9.247,30"
